t,x,y,x_ref,y_ref,target_x,target_y,vx_ref,vy_ref,support,left_foot_x,left_foot_y,left_foot_z,left_knee_x,left_knee_y,left_knee_z,right_foot_x,right_foot_y,right_foot_z,right_knee_x,right_knee_y,right_knee_z,apple_x,apple_y,apple_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,apple_caught,wbc_control,arm_error_x,arm_error_y,arm_error_z,arm_force_x,arm_force_y,arm_force_z
2.95,0.8818778108935306,-0.0006390310660419549,0.942126222646228,-0.00752273166894534,2.35,-0.18,0.3477473772584718,-0.03964544879117976,right_stance,0.8714766946345902,-0.17933896080493675,0.12169398366503145,0.7431804704933604,-0.1404458867401867,0.40663422276815886,1.0702931676778875,0.11843354393973328,0.08918274955100869,0.9650342003092373,0.11986572560781955,0.38861014877250205,2.35,-0.18,2.15,0.9187452238908568,-0.20944395931557608,0.728462680668776,0.7654282610078034,0.25570891812630997,0.6451969205223489,False,impedance-mpc,-1.3860222471523427,-0.049933953110848,-1.4301589045040166,35.0,35.0,35.0
2.96,0.8842954310870655,-0.000911577146311778,0.9456333825124672,-0.0079236251722744,2.35,-0.18,0.34773950272850296,-0.039714458854848984,right_stance,0.8673559625536611,-0.17920717173886333,0.11954641911975881,0.7439754150898344,-0.1402574878208148,0.4067430444947876,1.0782831252777187,0.11749232950396554,0.09023860410617796,0.9705034727891994,0.11923088410931178,0.3887610641569537,2.35,-0.18,2.15,0.9197372159144208,-0.20959433715497827,0.7277936858859979,0.7692482338866897,0.25542972242239215,0.6443785235428724,False,impedance-mpc,-1.3839145163316782,-0.05021213218722423,-1.430821413546068,35.0,35.0,35.0
2.97,0.8867179183004666,-0.0011851379812312518,0.9491404652476811,-0.008325193574238337,2.35,-0.18,0.34773177453985965,-0.039782068515352216,right_stance,0.8631224655095331,-0.17894286522224548,0.11777087062023683,0.7449797506550097,-0.1400267352990826,0.4072756676561369,1.0862368257710133,0.11655360734563948,0.09183672553472608,0.9759708459561636,0.11859488336040877,0.3894425138755556,2.35,-0.18,2.15,0.920548171547893,-0.20972693257530248,0.7276110672275913,0.7732555509599155,0.2551429031099274,0.644023109741564,False,impedance-mpc,-1.3819892554011717,-0.05047219567947653,-1.4309969578731945,35.0,35.0,35.0
2.98,0.8891452306283718,-0.0014597047067322257,0.952647472289305,-0.008727423167219557,2.35,-0.18,0.34772419035313107,-0.03984830540009766,right_stance,0.8587725053197863,-0.17853494768575634,0.11588251316109328,0.7461886402596014,-0.13975295886961853,0.40772879995254363,1.0941545870049496,0.11561741298411767,0.09347419516510015,0.9814360323620384,0.11795779501761088,0.39015211525901516,2.35,-0.18,2.15,0.9211815742083245,-0.20984144127085816,0.7274153815739144,0.7774468168457249,0.25484789409539577,0.6436304788730505,False,impedance-mpc,-1.3802429968220093,-0.05071386046007495,-1.4311851018851858,35.0,35.0,35.0
2.99,0.8915773184359048,-0.0017352673824297723,0.9561544050516592,-0.009130300514192169,2.35,-0.18,0.34771674785233403,-0.039913196602080585,right_stance,0.8543032901128703,-0.1779731347001503,0.11390062236395126,0.7475969610723164,-0.13943570288509954,0.40810215730379484,1.1020367833403049,0.11468377206143385,0.09515046769632524,0.9868987371129684,0.11731969097200347,0.3908898073770163,2.35,-0.18,2.15,0.9216413417463657,-0.2099375604194043,0.7272097684668489,0.7818182162584327,0.2545440972621214,0.6432029637415907,False,impedance-mpc,-1.3786718403217648,-0.05093684782221014,-1.431382836815755,35.0,35.0,35.0
3.0,0.8940141247069722,-0.0020118150350813737,0.9596612649261865,-0.009533812443485433,2.35,-0.18,0.3477094447453221,-0.03997676869007513,right_stance,0.8497130294246584,-0.17724815182090828,0.1118461141387188,0.7491993091314032,-0.13907473574411583,0.40839611568404094,1.1098838430990121,0.113752700699395,0.09686504845666055,0.9923586582440465,0.11668064331855596,0.39165552688721617,2.35,-0.18,2.15,0.9219318257615061,-0.21001499576753682,0.7269975930668644,0.7863655178317467,0.25423088991628273,0.6427430876183576,False,impedance-mpc,-1.37727145442354,-0.05114089011463216,-1.431586936074173,35.0,35.0,35.0
3.0100000000000002,0.8964555854071709,-0.0022893357048003257,0.9631680532816942,-0.00993794604364711,2.35,-0.18,0.3477022787641532,-0.04003904771863401,right_stance,0.8450010171927756,-0.17635193140113703,0.10974138581145478,0.7509900013074869,-0.1386700573999384,0.4086116829766564,1.117696245904611,0.11282420587614835,0.09861749459587055,0.9978154871085562,0.11604072432243176,0.39244920804068467,2.35,-0.18,2.15,0.9220578099147579,-0.2100734691299416,0.726782410695171,0.7910840787328636,0.25390763276132583,0.6422535443269388,False,impedance-mpc,-1.3760370789433627,-0.05132573776840263,-1.431793988896152,35.0,35.0,35.0
3.02,0.8989016298601465,-0.0025678164938255582,0.9666747714645977,-0.010342688658404832,2.35,-0.18,0.34769524766541876,-0.040100059237899825,right_stance,0.840167701021663,-0.17527780096898293,0.1076101345079778,0.752963074855358,-0.13822190494033892,0.4087504669196018,1.1254745199240814,0.11189828582077677,0.10040741605736112,1.0032689087805782,0.11540000638250998,0.39327078268754917,2.35,-0.18,2.15,0.9220245070157281,-0.21011272620588578,0.7265679291314204,0.7959688501635691,0.2535736783217663,0.6417371770069026,False,impedance-mpc,-1.3749635286546806,-0.051491166625875884,-1.4320004361576895,35.0,35.0,35.0
3.0300000000000002,0.9013521811362776,-0.0028472436176507684,0.9701814207991685,-0.010748027881723653,2.35,-0.18,0.34768834923053576,-0.04015982830323139,right_stance,0.8352147363263379,-0.17402065835810984,0.10547715316518734,0.7551122850040801,-0.13773075620650835,0.40881463939091006,1.133219239019306,0.11097493042449028,0.1022344763336187,1.0087186024698394,0.11475856199231774,0.394120180282847,2.35,-0.18,2.15,0.9218375546656061,-0.21013254461105188,0.726357969020755,0.8010143838438387,0.2532283797316108,0.6411969557342666,False,impedance-mpc,-1.3740451983157482,-0.051636985477164804,-1.432202608023886,35.0,35.0,35.0
3.04,0.9038071564526065,-0.0031276024583169627,0.9736880025877843,-0.011153951552957947,2.35,-0.18,0.3476815812660038,-0.040218379484648493,right_stance,0.8301450242294169,-0.1725771285234386,0.10336810504899864,0.757431101075184,-0.1371973314361517,0.4088068973124207,1.140931019816078,0.11005412166699087,0.10409839300923071,1.0141642419477144,0.1141164636985729,0.3949973278925825,2.35,-0.18,2.15,0.92150300924815,-0.21013274201882565,0.7261564227687552,0.8062148395703214,0.2528710997975832,0.6406359541892176,False,impedance-mpc,-1.3732760692474295,-0.051763043705431416,-1.4323967630813392,35.0,35.0,35.0
3.0500000000000003,0.9062664675829671,-0.003408877619674169,0.9771945181111814,-0.011560447752095894,2.35,-0.18,0.3476749416036296,-0.04027573687609857,right_stance,0.8249627323745714,-0.1709456969032448,0.10130927823387775,0.7599127016470584,-0.13662259293190962,0.40873042048351066,1.1486105186983446,0.1091358340565988,0.10599893809653806,1.0196054959833336,0.11347378405753257,0.3959021501999901,2.35,-0.18,2.15,0.9210273380770497,-0.21011318430252277,0.7259672123246594,0.811563993936626,0.2525012202430881,0.6400573255715701,False,impedance-mpc,-1.372649717635575,-0.05186923893964729,-1.4325791285817833,35.0,35.0,35.0
3.06,0.9087300212773065,-0.003691052984420743,0.9807009686287085,-0.01196750479509479,2.35,-0.18,0.3476684281007192,-0.04033192410454836,right_stance,0.819673298119725,-0.16912681433001453,0.09932732212693125,0.7625499692993964,-0.13600774277138514,0.408588826694377,1.1562584287350544,0.10822003508274841,0.10793593816962854,1.025042028788786,0.1128305955893429,0.39683456951200013,2.35,-0.18,2.15,0.9204174095299277,-0.21007379356883163,0.7257942462716857,0.8170552502945619,0.2521181510354526,0.6394642779730167,False,impedance-mpc,-1.3721593247137291,-0.05195552461205405,-1.4327459414066273,35.0,35.0,35.0
3.0700000000000003,0.9111977196892241,-0.003974111772731055,0.9842073553785831,-0.012375111229305482,2.35,-0.18,0.3476620386402405,-0.04038696433890406,right_stance,0.8142834138739173,-0.1671229688640944,0.09744896877603623,0.7653354854743958,-0.1353542185892628,0.4083861245091056,1.1638754765467383,0.10730668567947896,0.109909274302957,1.0304735004724455,0.11218697073058077,0.397794505765912,2.35,-0.18,2.15,0.9196804810261525,-0.2100145559730101,0.725641376657839,0.8226816500255701,0.2517213396965443,0.6388600494221436,False,impedance-mpc,-1.371797688958946,-0.052021917317466165,-1.4328934893473613,35.0,35.0,35.0
3.08,0.9136694608107979,-0.004258036602285974,0.9877136795781485,-0.01278325582898422,2.35,-0.18,0.3476557711309581,-0.04044088029876294,right_stance,0.808800994632789,-0.164938720533062,0.09570074235832648,0.7682615259813402,-0.1346636874754089,0.40812666415078025,1.1714624191186775,0.10639574069857095,0.11191888182134392,1.0358995674994744,0.11154298178517694,0.39878187653626607,2.35,-0.18,2.15,0.9188241847372106,-0.2099355292081451,0.7255123560108083,0.8284358851796332,0.2513102804954187,0.638247882823216,False,impedance-mpc,-1.3715572404061782,-0.05206850387283796,-1.4330181522859347,35.0,35.0,35.0
3.09,0.9161451389137866,-0.004542809549523167,0.9912199424241324,-0.01319192759089031,2.35,-0.18,0.34764962350754053,-0.04049369426299971,right_stance,0.8032351280402027,-0.16258069580008155,0.09410866087015993,0.7713200576484919,-0.13393803804554344,0.4078150869624412,1.1790200405673092,0.10548714939099904,0.1139647498685023,1.0413198831586086,0.11089870087390452,0.3997965970419244,2.35,-0.18,2.15,0.9178565109537599,-0.2098368495640202,0.7254107949859759,0.8343103125252342,0.25088452342127276,0.637631001012827,False,impedance-mpc,-1.3714300571557136,-0.05209544797815388,-1.4331164428525112,35.0,35.0,35.0
3.1,0.9186246449963361,-0.004828412211928514,0.9947261450929058,-0.013601115729967913,2.35,-0.18,0.34764359373064285,-0.040545428078190594,right_stance,0.7975960075514955,-0.1600575396371096,0.0926979345981409,0.7745027365915502,-0.13317937075323097,0.4074562739568951,1.1865491488662838,0.10458085589540252,0.11604692080150758,1.0467340980343318,0.11025419988261619,0.40083858015334745,2.35,-0.18,2.15,0.9167857890721076,-0.20971873845587427,0.725340121096868,0.8402969690386299,0.2504436828357158,0.6370125821594725,False,impedance-mpc,-1.371407884113986,-0.05210299638370311,-1.4331850461358893,35.0,35.0,35.0
3.11,0.9211078672343356,-0.005114825771192818,0.9982322887407431,-0.01401080967511042,2.35,-0.18,0.3476376797869646,-0.04059610316687824,right_stance,0.7918948494935276,-0.15737982431082623,0.09149266640849743,0.7778009085222378,-0.13238998652366196,0.4070552940032708,1.194050572538428,0.10367679973229565,0.11816548941885421,1.052141860483594,0.10960955040940672,0.4019077364000779,2.35,-0.18,2.15,0.9156206662036535,-0.20958150832943642,0.7253035389722572,0.8463875888441689,0.24998744570523515,0.6363957357299215,False,impedance-mpc,-1.3714821539715696,-0.05209148447410805,-1.4332208580245753,35.0,35.0,35.0
3.12,0.9235946914365896,-0.005402031057061824,1.001738374504082,-0.01442099906500583,2.35,-0.18,0.3476318796892859,-0.04064574053568038,right_stance,0.7861437950078792,-0.15455991535510974,0.09051555921712288,0.7812056114651637,-0.13157237380111378,0.40661735222689155,1.2015251573197174,0.10277491630276875,0.12032060202983028,1.057542817116234,0.1089648237108764,0.4030039739784216,2.35,-0.18,2.15,0.9143700834530839,-0.20942556785609961,0.7253039925734085,0.8525736215998616,0.2495155793177682,0.635783479242774,False,impedance-mpc,-1.3716440103839556,-0.05206134118605718,-1.4332210217643473,35.0,35.0,35.0
3.13,0.9260850015029936,-0.005690008611711449,1.005244403499784,-0.014831673744061611,2.35,-0.18,0.34762619147648105,-0.04069436078324507,right_stance,0.7803557980287195,-0.15161179664722368,0.08978763616774356,0.7847075811876282,-0.13072919411316133,0.4061477392197539,1.2089737628012376,0.10187513739045691,0.12251245537299689,1.06293661327829,0.108320090647666,0.4041271987593309,2.35,-0.18,2.15,0.9130432499537016,-0.20925142634075158,0.7253441297885672,0.8588462523042876,0.24902793839146786,0.6351787160238119,False,impedance-mpc,-1.3718843332817623,-0.052013093184432924,-1.4331829623311503,35.0,35.0,35.0
3.14,0.9285786798849031,-0.005978738754482854,1.0087503768253947,-0.015242823758407529,2.35,-0.18,0.3476206132135132,-0.040741984108055594,right_stance,0.774544500591078,-0.14855085796082737,0.08932797903089743,0.7882972595773159,-0.12986326626566996,0.4056517816701158,1.2163972590550451,0.10097739166557715,0.1247412953915032,1.0683228935373894,0.10767542162943113,0.4052773142964874,2.35,-0.18,2.15,0.9116496147902831,-0.2090596972745464,0.7254262697997541,0.8651964224825375,0.24852447148907425,0.6345842141696553,False,impedance-mpc,-1.3721937661980896,-0.05194736823034321,-1.4331044182365273,35.0,35.0,35.0
3.15,0.9310756080469025,-0.006268201646816008,1.0122562955594034,-0.01565443935197497,2.35,-0.18,0.34761514299140867,-0.04078863031608756,right_stance,0.7687240968952035,-0.14539364976776434,0.08915349013060912,0.7919648061290268,-0.12897754929333385,0.40513479502017047,1.2237965232497807,0.10008160518985905,0.12700741587286038,1.073701302169416,0.10703088655941978,0.40645422183458235,2.35,-0.18,2.15,0.9101988369803202,-0.20885110097558274,0.7255523735894207,0.8716148526905728,0.2480052266577148,0.6340025869158262,False,impedance-mpc,-1.372562745462794,-0.051864897684314376,-1.432983470406314,35.0,35.0,35.0
3.16,0.9335756669291688,-0.0065583773572233175,1.0157621607615033,-0.01606651096265132,2.35,-0.18,0.3476097789272146,-0.04083431882832123,right_stance,0.7629091876754445,-0.14215761133171828,0.08927868270805367,0.7957001126259337,-0.12807512430092347,0.404602038749652,1.2311724362618919,0.09918770192121942,0.1293111569606263,1.0790714836456559,0.10638655477881472,0.4076578203177976,2.35,-0.18,2.15,0.9087007537224128,-0.20862646627189915,0.7257240179218069,0.8780920662595626,0.24747035622140845,0.6334362745926667,False,impedance-mpc,-1.3729815310773124,-0.05176651809844665,-1.4328185678019276,35.0,35.0,35.0
3.17,0.9360787374096378,-0.006849245926147737,1.01926797347285,-0.01647902921850797,2.35,-0.18,0.34760451916393814,-0.04087906868811154,right_stance,0.7571146265443345,-0.13886077921318654,0.08971550405211076,0.7994928210256778,-0.12715917534034632,0.40405867485999264,1.2385258792883298,0.0982956042170497,0.13165290354520964,1.0844330831196198,0.10574249501099811,0.4088880063984818,2.35,-0.18,2.15,0.9071653471551242,-0.20838673119319237,0.7259423730963145,0.8846184141847194,0.24692012066196659,0.6328875283377526,False,impedance-mpc,-1.3734402390502214,-0.051653171862492187,-1.4326085494869674,35.0,35.0,35.0
3.18,0.9385847007651547,-0.007140787430552808,1.0227737347163204,-0.01689198493410056,2.35,-0.18,0.34759936187047136,-0.04092289856841867,right_stance,0.7513553601086774,-0.13552148412746517,0.09047319498614229,0.8033323444892023,-0.12623296947791374,0.4035097300982968,1.2458577304666554,0.09740523333500792,0.13403308354073287,1.0897857469127261,0.10509877530589389,0.410144674446025,2.35,-0.18,2.15,0.9056027098998818,-0.2081329426500388,0.7262081847284254,0.8911841010472887,0.2463548915332571,0.6323583957166043,False,impedance-mpc,-1.3739288749437795,-0.05152590688042702,-1.4323526628795862,35.0,35.0,35.0
3.19,0.9410934391307965,-0.007432982048094828,1.0262794454967692,-0.017305369106840066,2.35,-0.18,0.3475943052414999,-0.040965826778901655,right_stance,0.745646263786525,-0.1321580446181081,0.09246103950761132,0.8072078914227857,-0.125299836214637,0.4038629134922969,1.2531688615085737,0.09651650993022635,0.13735501713354342,1.0951291229980271,0.10445546298454111,0.4123305676349162,2.35,-0.18,2.15,0.9040230096868902,-0.20786625509190926,0.7274246108471535,0.8977792118439292,0.24577515336383154,0.6327535594637941,False,impedance-mpc,-1.3744373683558988,-0.051385875265948316,-1.4311477268937702,35.0,35.0,35.0
3.2,0.9436048359565231,-0.0077258101207290045,1.0297851068012862,-0.017719172913433452,2.35,-0.18,0.3475893474973982,-0.04100787127287762,right_stance,0.7400019753900069,-0.12878846619532533,0.09496356787733415,0.8111084923432552,-0.12436314642968888,0.40440385117484123,1.260460134353036,0.09562935454785881,0.14090017855303422,1.1004628614811387,0.10381262458404708,0.41472654165638845,2.35,-0.18,2.15,0.90243645338283,-0.20758792814773097,0.7288724760149708,0.9043937395851019,0.2451815045135658,0.6333555910015789,False,impedance-mpc,-1.3749556080411443,-0.051234331057240845,-1.4297128782522146,35.0,35.0,35.0
3.21,1.0325570140084115,-0.018047948205569143,1.0332907195994505,-0.01813338770639249,2.35,-0.18,0.3475844868841116,-0.04104904965414921,left_stance,0.9518558418003977,-0.14924511119512207,0.07063647781557983,0.9686365824764935,-0.14054510816965324,0.3876033622605494,1.2592185633831074,0.09980021979093273,0.10356759525579132,1.1363758243057818,0.10173872270825597,0.39609443110246134,2.35,-0.18,2.15,0.9872914883010886,-0.21732801925292508,0.73032941432271,0.997455851061521,0.2345459609731386,0.6339440905686968,False,impedance-mpc,-1.3754734773587682,-0.051072626963151596,-1.428270429103779,35.0,35.0,35.0
3.22,1.0348561039127093,-0.01832150203121851,1.0367962848435852,-0.01854800501060952,2.35,-0.18,0.34757972167302553,-0.04108937918370264,left_stance,0.9607033276258684,-0.15027957670461825,0.07103428348053581,0.9739854431987307,-0.14117345551680116,0.3881533112240679,1.2573766019911452,0.10174152038791863,0.10412508310846413,1.1310804021858845,0.10334774189432606,0.3950995537878339,2.35,-0.18,2.15,0.9855045341337624,-0.21701011220897085,0.7317743708610808,1.00386168362034,0.2339472221762385,0.6345001835702424,False,impedance-mpc,-1.3759808897260943,-0.05090221016434618,-1.4268413663267578,35.0,35.0,35.0
3.23,1.0371547560045067,-0.01859515794038145,1.0403018034690095,-0.01896301651999884,2.35,-0.18,0.34757505016082363,-0.04112887678627879,left_stance,0.9695536822058003,-0.1513161844396117,0.0714231275606692,0.9793380023406899,-0.14180321703814733,0.3886550069443536,1.2554530540660174,0.10359342408261675,0.10483412519636517,1.1257563936864772,0.10496030286221501,0.39422101932079345,2.35,-0.18,2.15,0.9837384586093526,-0.21668446329525182,0.7331869466939496,1.0102538855502574,0.2333375172434411,0.6350058582118854,False,impedance-mpc,-1.3764678237517929,-0.05072461720396865,-1.425446007473585,35.0,35.0,35.0
3.24,1.0394532326072716,-0.01886894381485382,1.0438072763942894,-0.019378414094202503,2.35,-0.18,0.3475704706693353,-0.04116755905681979,left_stance,0.9784049885709093,-0.1523546702376412,0.0717855749067895,0.9846942551956224,-0.14243436621553604,0.38909105037482716,1.2534487940897965,0.10535460624851813,0.10567030819924834,1.1204197773673819,0.10657343603248767,0.3934433508704903,2.35,-0.18,2.15,0.982003634339052,-0.2163527559785056,0.7345477680290142,1.016622737035662,0.23271784067305742,0.635444325180135,False,impedance-mpc,-1.376924357726119,-0.05054146801256601,-1.4241036326406196,35.0,35.0,35.0
3.25,1.0417517948941277,-0.019142887476389026,1.0473127045214874,-0.0197941897553593,2.35,-0.18,0.3475659815453721,-0.04120544226679326,left_stance,0.9872553380667498,-0.15339477156819947,0.07210591596383889,0.9900541956693548,-0.14306687689286926,0.38944583890815343,1.2513654586515777,0.10702553134995656,0.10660927926997085,1.1150866227551912,0.10818412925894924,0.3927516750189189,2.35,-0.18,2.15,0.980310291327395,-0.21601675227193146,0.735838831845725,1.0229585656635647,0.2320892895083552,0.6358003517211691,False,impedance-mpc,-1.3773407031537594,-0.05035445912144562,-1.422832139981493,35.0,35.0,35.0
3.2600000000000002,1.0440507022382708,-0.019417016609191814,1.05081808873641,-0.020210335684935705,2.35,-0.18,0.34756158116055635,-0.041242542370396804,left_stance,0.9961028351191329,-0.15443622807787272,0.0723704657934266,0.9954178156513424,-0.14370072319393895,0.3897058646549585,1.2492054059848339,0.10860836211823512,0.10762713116248013,1.109772990814992,0.10978932963920575,0.3921320238792228,2.35,-0.18,2.15,0.9786684833616986,-0.21567828485651816,0.73704382148801,1.0292517742251297,0.23145305796948398,0.6360605637431191,False,impedance-mpc,-1.377707237029577,-0.050165356127058,-1.4216477313344789,35.0,35.0,35.0
3.27,1.046350211571059,-0.01969135868354364,1.0543234299088537,-0.020626844220617654,2.35,-0.18,0.3475572679111395,-0.04127887501064465,left_stance,1.0049456019432734,-0.15547878212762695,0.07256782342993862,1.000785104393481,-0.14433587944146256,0.38985997271453543,1.246971662384933,0.11010682872466411,0.1087007587138115,1.1044948347837584,0.11138594590491972,0.39157160804284075,2.35,-0.18,2.15,0.977088056082296,-0.21533924851798056,0.7381483863371653,1.0354928681688047,0.23081043111540273,0.636213710196954,False,impedance-mpc,-1.3780145325778244,-0.049975985476330115,-1.4205646338267388,35.0,35.0,35.0
3.2800000000000002,1.048650576750543,-0.019965940880887427,1.0578287288928483,-0.021043707853261963,2.35,-0.18,0.3475530402178131,-0.04131445552533894,left_stance,1.013781783176351,-0.15652217931983076,0.07268908663562902,1.0061560478994436,-0.1449723200776525,0.3898995745104249,1.2446678550600445,0.11152606327267285,0.1098081804174719,1.0992679025979288,0.11297085139111737,0.3910590553031894,2.35,-0.18,2.15,0.9755786169911637,-0.21500159097935212,0.7391403803999442,1.041672482552685,0.23016277759040193,0.6362508847304928,False,impedance-mpc,-1.378253388200977,-0.04978822564903329,-1.419594862599355,35.0,35.0,35.0
3.29,1.0509520479431314,-0.020240790020686846,1.0613339865268994,-0.021460919223906246,2.35,-0.18,0.3475488965255125,-0.0413492989529277,left_stance,1.0226095504137436,-0.1575661690126931,0.07272801797525139,1.0115306283272258,-0.14561001958663394,0.3898188121209869,1.2422981314824735,0.11287240586862558,0.11092881997388807,1.0941076421314653,0.11454088757378642,0.3905846108014852,2.35,-0.18,2.15,0.9741495076232849,-0.21466730321381244,0.7400100554644207,1.0477814083523278,0.22951154151919848,0.6361657004444419,False,impedance-mpc,-1.37841485441455,-0.049603997818189444,-1.4187480289806604,35.0,35.0,35.0
3.3000000000000003,1.053254871020984,-0.020515932489361,1.0648392036342282,-0.021878471120836285,2.35,-0.18,0.34754483530321323,-0.04138342003825165,left_stance,1.0314271066299041,-0.15861050481990294,0.07268115906367778,1.016908823407498,-0.1462489524190123,0.3896146704699669,1.2398670658732003,0.11415318915801378,0.11204374389186908,1.0890291104190812,0.11609286815624381,0.39014029501788117,2.35,-0.18,2.15,0.9728097780680864,-0.214338409325569,0.7407502053757513,1.0538106179907645,0.22885823362312296,0.6359544144925451,False,impedance-mpc,-1.3784902585785705,-0.04942525607317236,-1.418031197537394,35.0,35.0,35.0
3.31,1.0555592869776147,-0.020791394171578357,1.0683443810230095,-0.022296356476709685,2.35,-0.18,0.3475408550437209,-0.04141683323818187,left_stance,1.0402326904656738,-0.1596549450933806,0.07254789083274786,1.0222906058802366,-0.14688909291887528,0.38928703523673763,1.2373795540302888,0.11537650851835284,0.11313585240179816,1.0840468879725798,0.11762358367774112,0.3897200168748187,2.35,-0.18,2.15,0.9715681639883067,-0.2140169560885551,0.7413562589480683,1.0597512899698014,0.22820442163751475,0.6356160002424379,False,impedance-mpc,-1.3784712272739346,-0.049253977292546824,-1.4174487944708827,35.0,35.0,35.0
3.3200000000000003,1.0578655313640601,-0.021067200384175557,1.0718495194866073,-0.022714568365734798,2.35,-0.18,0.3475369542634555,-0.04144955272715059,left_stance,1.0490245803647913,-0.16069925338718527,0.07233043869735165,1.0276759429519828,-0.14753041525349464,0.3888386953814264,1.2348406982615698,0.11655098508890374,0.11419002209338959,1.0791749992075623,0.11912980661281104,0.3893196401147002,2.35,-0.18,2.15,0.9704330662415314,-0.21370500223341887,0.7418263200387237,1.0655948324954796,0.2275517201170068,0.6351521657308112,False,impedance-mpc,-1.3783497062119061,-0.04909215075482801,-1.4170025688175407,35.0,35.0,35.0
3.33,1.0601738337478115,-0.021343375812946538,1.075354619803808,-0.023133100000903836,2.35,-0.18,0.3475331315022302,-0.041481592402576824,left_stance,1.057801098543419,-0.16174319890077102,0.07203382255570073,1.0330647957759365,-0.1481728933459743,0.3882752902367218,1.2322556846664467,0.1176855285137159,0.11519319978422776,1.0744268398851136,0.12060829692711802,0.3889370020449243,2.35,-0.18,2.15,0.9694125331663235,-0.21340460757279744,0.742161154347325,1.071332906005502,0.22690177972087838,0.6345673181865326,False,impedance-mpc,-1.378117977606655,-0.04894176757528787,-1.4166916068788762,35.0,35.0,35.0
3.34,1.0624844171965675,-0.021619944452526005,1.078859682739052,-0.02355194473127917,2.35,-0.18,0.3475293853230256,-0.0415129658901891,left_stance,1.0665606147776643,-0.16278655689994073,0.0716657526147789,1.0384571189569247,-0.14881650081106826,0.3876052021756732,1.2296296554001498,0.11878910571614208,0.1161344481446516,1.069815112341313,0.12205580805509594,0.38857188469340753,2.35,-0.18,2.15,0.9685142455511602,-0.21311782205330887,0.742364123544433,1.0769574445222692,0.22625627607501503,0.6338684754384044,False,impedance-mpc,-1.3777686749830822,-0.04880481005576234,-1.4165123992659954,35.0,35.0,35.0
3.35,1.0647974977886812,-0.0218969295495688,1.0823647090426627,-0.02397109603933179,2.35,-0.18,0.3475257143117584,-0.04154368654924697,left_stance,1.0753015499953096,-0.16382910911401277,0.07123647306889937,1.0438528600831223,-0.14946121089437012,0.386839396903055,1.2269675788242402,0.11987052125854933,0.11700494454214896,1.0653517691299397,0.12346909326634434,0.3882259393697215,2.35,-0.18,2.15,0.9677455042612899,-0.2128466748201281,0.7424410683631505,1.082460675771421,0.22561689831026147,0.6330651260502401,False,impedance-mpc,-1.3772947954343517,-0.04868324103221419,-1.4164589589174246,35.0,35.0,35.0
3.36,1.0671132841520024,-0.02217435354940309,1.0858696994510728,-0.024390547538330906,2.35,-0.18,0.3475221170770476,-0.041573767477663476,left_stance,1.0840223796592952,-0.16487064410788815,0.0707585566573298,1.0492519592862206,-0.1501069964150528,0.38599121441706125,1.2242741205878096,0.12093821392617729,0.11779793542224666,1.061047965544584,0.12484491239137552,0.38790256656324945,2.35,-0.18,2.15,0.9671132204568458,-0.21259316337658837,0.7424001432811785,1.0878351400222466,0.2249853373790484,0.6321690410152382,False,impedance-mpc,-1.3766897093846677,-0.04857899330169135,-1.416522987456798,35.0,35.0,35.0
3.37,1.069431977032631,-0.022452238046311333,1.0893746546870486,-0.024810292969783806,2.35,-0.18,0.3475185922499757,-0.04160322151703019,left_stance,1.092721636931841,-0.16591095762788233,0.07024665406704711,1.0546543488315567,-0.15075382971231227,0.38507611462917357,1.2215535186930724,0.12200007316792871,0.11850864931456404,1.056914021319862,0.12618003888250115,0.3876067540126162,2.35,-0.18,2.15,0.9666239082960497,-0.2123592429170714,0.7422516063619967,1.093073707622572,0.22436327425317765,0.6311940407751814,False,impedance-mpc,-1.3759471679520512,-0.04849395920642438,-1.416694086317871,35.0,35.0,35.0
3.38,1.0717537688949015,-0.022730603737568505,1.092879575459912,-0.0252303262009249,2.35,-0.18,0.34751513848384774,-0.04163206125754684,left_stance,1.1013979156095237,-0.1669498529203644,0.0697172030108768,1.0600599527395211,-0.15140168259564396,0.3841113824950424,1.2188094654849624,0.1230632779877435,0.1191341722451782,1.0529593916420437,0.1274712671919742,0.38734487663249406,2.35,-0.18,2.15,0.966283679980717,-0.2121468159066679,0.7420075686933149,1.0981695952164483,0.22375236810556537,0.6301557221899236,False,impedance-mpc,-1.3750613080424374,-0.04842998044824959,-1.4169600081965832,35.0,35.0,35.0
3.39,1.0740788435537256,-0.02300947038134248,1.0963844624657602,-0.025650641222253114,2.35,-0.18,0.34751175445394605,-0.04166029904285716,left_stance,1.110049872821032,-0.16798714102242884,0.06918810258306807,1.0654686864393628,-0.15205052629905816,0.38311579828163295,1.2160449992829285,0.12413415986269193,0.11967328995226038,1.049192647431667,0.12871542045643533,0.38712446276776125,2.35,-0.18,2.15,0.9660982429683516,-0.21195772197584595,0.7416817086420407,1.1031163806478503,0.22315424457765648,0.6290711508524064,False,impedance-mpc,-1.374026655339544,-0.04838883820148632,-1.4173069436103916,35.0,35.0,35.0
